1110020A21Rik,1110046J04Rik,1190002F15Rik,1500015A07Rik,1500015O10Rik,1700010K23Rik,1700012D01Rik,1810011H11Rik,2010204K13Rik,2310057J18Rik,2810032G03Rik,2810442N19Rik,3010033K07Rik,3100003L05Rik,3110079O15Rik,3830417A13Rik,4732416N19Rik,4930429F24Rik,4930596I21Rik,5430416N02Rik,6330418K02Rik,A630066F11Rik,A730008H23Rik,Ackr1,Ackr3,Acot1,Acta2,Actg2,Adh1,Adm,AF357355,AF357359,AF357399,AF357425,AF357426,Akr1c18,Akr1cl,Aldh1a1,Aldh1a2,Aldh1a3,Aldoc,Amd1,Angptl4,Angptl7,Ank,Ankle1,Ankrd1,Ankrd37,Anxa1,Anxa8,Apoa1bp,Apod,Apoe,Aqp1,Aqp2,Aqp5,Arc,Arg1,Arhgdib,Arsi,Atad2,Atf3,Atp6v1c2,AW112010,B2m,BC028528,BC064078,Bglap,Bglap2,Bglap3,Birc5,Bpifb1,Bpifb5,Btg2,C1qtnf3,C3,C8g,Capn6,Car12,Car6,Casp1,Cav1,Cbr2,Ccdc17,Cck,Ccl11,Ccl19,Ccl2,Ccl7,Ccl8,Ccna2,Ccnb1,Ccnb2,Ccrl2,Cd24a,Cd34,Cd36,Cd53,Cd55,Cd74,Cdc20,Cdc25c,Cdca3,Cdca8,Cdh1,Cdkn1a,Cdkn3,Ceacam10,Cenpa,Cenpk,Cfb,Ch25h,Chad,Chchd10,Chil1,Chodl,Chrdl1,Cilp,Ckap2,Cks1b,Clca2,Cldn3,Cldn4,Cldn7,Clec3b,Clu,Cnn1,Col10a1,Col12a1,Col1a1,Col1a2,Col3a1,Col6a1,Col8a1,Col9a1,Col9a3,Colec11,Comp,Cox8b,Cpa1,Cpxm1,Cpxm2,Cpz,Crabp1,Crabp2,Crip1,Csn3,Cst3,Cstad,Ctgf,Cthrc1,Ctla2a,Ctsk,Ctsq,Ctxn3,Cxcl1,Cxcl10,Cxcl12,Cxcl14,Cxcl3,Cxcl5,Cxcl9,Cyp26a1,Cyp4b1,Cyr61,D030045P18Rik,D630023F18Rik,D7Ertd715e,Dbi,Dcn,Ddx59,Dennd2d,Depdc7,Derl3,Dmp1,Dpt,Dusp1,Dusp13,Ednrb,Efemp1,Efhd1,Egfl8,Egln3,Elf5,Eln,Emb,Emcn,Epcam,Ephx3,Epyc,Errfi1,Evi2b,F11r,F2r,Fabp4,Fabp7,Fam180a,Fam64a,Fbln1,Fbln2,Fbp1,Fcer1g,Fcgr2b,Fgf21,Fhl1,Fhl2,Fibin,Fmo2,Fmod,Fndc1,Folr1,Fos,Fth1,Fxyd3,Fxyd6,G0s2,Gas6,Gatm,Gdf10,Gdf15,Ggt1,Gja1,Gjb2,Glipr1,Gm16023,Gm4532,Gm5886,Gm9958,Gmnn,Gpc3,Gpr37l1,Gpx3,Gstm1,Gzmc,H19,H2-Aa,H2-M11,H2-M9,Has1,Hcrtr1,Hhatl,Higd1b,Hilpda,Hist1h2bc,Hnmt,Hoxa5,Hpgd,Hsd11b1,Hspa5,Htra3,Ibsp,Id2,Id3,Id4,Ier3,Ifi27l2a,Ifit1,Ifit3,Ifitm1,Igf2,Igfbp2,Igfbp3,Igfbp4,Igfbp5,Igfbp6,Iigp1,Il10,Il12a,Il17b,Il33,Il6,Inhba,Insl6,Isg15,Itgbl1,Itm2a,Kcnj8,Kcnn4,Krt14,Krt15,Krt17,Krt18,Krt19,Krt23,Krt5,Krt8,Lalba,Lars2,Lbp,Lcn2,Ldb1,Lect1,Lgals3,Lgals6,Lgals7,Lipm,Lmcd1,LOC106740,Lox,Lrg1,Lrrc15,Lrrc51,Lrrn4cl,Lsr,Ltbp2,Ltc4s,Lum,Ly6a,Ly6c1,Ly6d,Ly6e,Ly6k,Lyz2,Mad2l1,Mal2,Malat1,Map10,Matn4,Mest,Mettl18,Mfap4,Mfap5,Mgp,Mgst1,Mia,Mir1192,Mir1291,Mir1898,Mir1940,Mir207,Mir215,Mir24-2,Mir3064,Mir3097,Mir3101,Mir467c,Mir544,Mir5620,Mir5625,Mir568,Mir6358,Mir6516,Mir674,Mir6905,Mir6935,Mir6966,Mir697,Mir6970,Mir6973b,Mir7024,Mir7025,Mir7046,Mir7050,Mir7063,Mir7067,Mir7079,Mir7650,Mir7666,Mir7674,Mir8116,Mmp10,Mmp11,Mmp13,Mmp2,Mmp3,Mmp9,Moxd1,Mpzl2,Mt1,Mt2,Mterfd2,Muc15,Myl9,Nap1l5,Ndp,Ndrg1,Ndufa4,Npw,Nudt8,Nuf2,Nupr1,Ogn,Olfml3,Olfr78,Omd,Otor,Otos,Pbk,Pcolce2,Pdgfrl,Penk,Perp,Pi16,Pip,Plac8,Plekhb1,Plet1,Plk1,Pln,Plp1,Postn,Ppp1r42,Prc1,Prelp,Prg4,Prl8a1,Prss8,Ptgis,Ptgs2,Pttg1,Ptx3,R3hdml,Rarres2,Rbp1,Reg1,Reg3g,Rgcc,Rgs16,Rgs2,Rgs4,Rgs5,Rhox5,Rn45s,Rnase10,Rnase4,Rpl26,Rpl30,Rpp38,Rrad,Rrm2,Rsad2,Rtp4,S100a10,S100a3,S100a4,S100a7a,S100a8,S100b,Saa2,Saa3,Sap25,Scara5,Scarna3a,Scel,Scgb1b27,Scgb2b27,Scgb3a1,Scrg1,Serinc2,Serpina3n,Serpinb6b,Serpinf1,Sfrp1,Sfrp2,Sfrp4,Shcbp1,Slc2a1,Slc38a3,Slfn2,Slpi,Smim22,Smoc1,Smoc2,Smpdl3a,Smr3a,Sncg,Snora15,Snora20,Snora23,Snora28,Snora3,Snora31,Snora34,Snora47,Snora62,Snora64,Snora65,Snord118,Snord15b,Snord19,Snord22,Snord33,Snord34,Snord35a,Snord37,Snord38a,Snord42a,Snord42b,Snord45b,Snord47,Snord4a,Snord57,Snord65,Snord68,Snord69,Snord72,Snord8,Snord83b,Snord89,Snord91a,Snord95,Snord96a,Snord98,Sod3,Spc25,Spdya,Spint2,Spon1,Spon2,Spp1,Srgn,St3gal6,Steap4,Stmnd1,Stx19,Tagln,Tcf24,Tex13,Tfap2a,Tgfbi,Thbs1,Thbs2,Thbs4,Thrsp,Timp1,Timp3,Tinagl1,Tmem255b,Tmem37,Tnc,Tnfaip6,Tnfrsf9,Tnmd,Tnn,Tpm1,Tppp3,Trf,Trmt61b,Trp63,Tspan7,Tspan8,Ube2c,Ucma,Ufsp2,Urah,Vwa1,Wap,Wfdc18,Wif1,Wisp2,Yy2,Zfp2,Zfp36,Zfp454,Zfp652os,Zfp81,Zfp944
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75964387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9899502,0,43.67168601,0,0,0,0,0,0,0,1674.33274,0,0,208.015136,0,0,1695.153649,0,0,0,0,0,0,0,0,56.40630999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023528075,31.96826909,256.6719917,539.8523659,125.2485502,1.546883595,0,0,0,0,0,0,0,0,0,0,0,954.915121,0,1619.266072,0,0,0,0,4.99341451,0,0,0,0,0,0,0,0,0,0,735.1128163,350.794756,0,0,0,170.8787434,0,0,0,0,0,137.4708725,0,268.6415866,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2952093,0,0,43.16818963,197.3060885,0,0,0,0,1.823010878,0,0,0,0,0,0,0,0,0,0,0,3367.182928,469.9110504,0,0,0,0,0,0,116.6726962,0,0,0,0,0,0,0,0,105.1785846,0,0,218.8478293,164.9331759,0,0,0,0,0,3.778477614,0,0,1249.224414,0,32.57379877,0,0,0,0,49.9104983,0,0,0,1468.111023,0,0,0,0,0,1734.052103,0,0,0,0,0,0,0,0,0,0,0,138.1664473,0,0,0,0,0,646.672283,0,0,0,0,0,0,0,0,0,0,556.0291216,0,0,26.65483354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.3811824,443.351313,0,0,0,0,0,356.2997154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.391430649,0,0,0,218.7613054,0,2.38448723,0,291.9510681,0,0,103.9355905,0,0,0,0,0,0,0,0,4.514320936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88135065,0,0,0,56.46125685,0,0,0,0,22.73645385,0,0,0,0,0,0,0,64.3198836,0,322.5260184,5182.325124,0,2738.753029,0,0,0,0,0,0,0,0,0,72.96530925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.865317931,0,0,0,106.402812,0,10.42132521,0,0,261.8075852,0,0,0,0,0,0,0,0,0,0,0,36.59525907,390.078373,446.3912016,0,0,32.28629294,0,0,0,0,267.4064993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5264954,0,201.533078,0,0,0,0
0,0,0,0,0,0,0,230.7550352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.8549639,0,69.49069788,0,0,0,0,0,0,0,0,0,3.412124226,0,0,0,0,0,0,0,0,0,730.9724019,0,0,0,0,0,0,4.980689392,0,0,575.8673075,0,0,0,0,0,1485.586394,0,0,0,0,0,0,0,0,80.18215242,0,0,0,0,0,0,0,203.8456587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0020421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86011299,0,0,0,0,0,0,0,0,0,0,1.318380279,27.95356262,109.6497365,234.6393463,1.942919831,0,0,0,0,0,0,0,3.190850577,2.203379705,0,22.45653851,0,846.817479,0,1728.245519,0,106.1309847,0,0,224.4802687,0,325.3757156,0,0,0,0,0,0,0,0,70.19018557,3.809195881,0,0,0,300.5960503,9.579948862,0,0,0,0,0,0,3.977883237,0,135.7702478,0,0,0,0,0,2.043123313,0,0,26.23743073,6.394908317,0,2101.4796,0,0,2.343764942,421.8045611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.3139711,426.4358395,0,0,9.163759487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.8316706,161.1872718,0,0,0,0,0,3.692662164,0,0,399.9344297,0,0,0,0,4.493920446,0,173.7678797,0,0,0,1199.692853,0,0,0,0,0,528.2084955,0,0,0,115.91313,5.278475741,0,0,0,0,0,0,7.106761037,0,0,91.96487199,0,0,794.394918,0,0,0,0,0,0,0,0,0,0,193.0764692,0,0,0,0,0,0,0,0,0,0,0,0,1.455359692,0,0,0,0,0,0,0,0,0,0,159.8975265,0,0,0,1417.328571,0,0,0,0,0,0,2940.419413,8.191992839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.25526968,0,5.080597992,0,0,0,0,71.26429195,0,30.29431077,0,1198.34559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.7834214,0,0,0,0,0,0,0,0,0,0,325.7848245,0,0,0,0,0,0,0,0,0,0,0,722.3423395,73.51588549,0,0,0,185.268847,0,998.1362509,9450.267542,0,1497.862283,0,0,0,0,0,78.47669077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.170715694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.3012997,0,0,0,0,0,21.29838424,0,0,0,0,998.8439472,0,0,20.72448027,0,0,0,0,18.64024293,1.304466269,0,0,95.37097836,612.2608995,304.5539268,0,0,0,4.825140067,0,0,0,783.6064438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0719376,0,0,0,0
0,0,0,0,0,0,0,375.1772358,0,0,0,0,0,0,0,0,0,0,0,102.4684632,0,0,0,0,0,0,1041.717761,90.054764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.98134472,0,0,51.93948531,1068.203358,0,5.452210619,0,90.71763713,0,0,3.181335017,0,0,0,0,0,0,0,0,2386.613058,21.2683216,0,0,0,0,0,0,0,56.01646817,0,0,0,1.388756153,0,0,0,1185.080449,0,0,0,1030.076549,0,146.9255765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.7522414,0,0,0,0,0,0,0,15.8149058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94680112,884.3420635,1042.879723,2904.326159,376.0256376,0.965606773,0,0,0,0,0,0,0,84.44239493,0,7.171875888,0,3554.426614,0,265.9973375,0,0,0,0,283.649277,0,0,233.9739489,0,0,0,0,0,0,0,139.7729997,630.1631697,0,0,0,428.6997975,9.178556734,0,0,0,0,1.78777196,0,533.5698395,0,5.619579539,0,0,0,22.12668435,0,40.45537396,0,0,0,0,0,873.0582591,0,0,0,0,0,0,0,1.468964159,0,0,0,3.511922143,0,0,239.4655469,207.4817801,0,0,0,0,2127.807212,958.5646091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424.655087,705.4376839,0,0,0,0,172.6268435,2.358628399,0,0,537.7929821,0,0,0,0,0,0,329.0798552,0,0,0,450.4510001,0,144.8587335,0,3.740902662,0,238.9807988,0,0,0,253.1609703,0,3.82796789,0,0,0,0,0,1166.60755,0,0,189.2768091,0,0,101.4813882,0,0,0,0,144.5030536,0,0,0,0,0,259.3628252,0,0,0,0,153.8598813,0,0,0,99.94141862,0,1.111254165,0,0.92958753,0,0,0,0,0,0,0,0,0,55.58973327,0,0,0,0,1744.160772,0,0,0,0,0,0,5799.186027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4656298,0,1.622575012,5.482500678,0,0,0,27.31135024,0,0,0,733.5312542,0,0,0,0,40.7116387,0,0,63.05751579,0,0,0,0,0,0,0,0,148.0597052,0,0,0,0,0,0,3.113091868,0,0,0,381.4979705,0,0,0,0,0,0,0,0,0,0,0,230.6922594,0,0,0,0,1343.975755,0,156.0303661,8848.374229,0,1976.91474,0,132.069168,0,0,0,0,0,0,310.5472412,516.1985254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742320131,0,0,60.6670157,0,0,0,0,205.593796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412836484,0,0,0,8.002352596,0,3.252637186,0,0,0,0,0,268.0578803,0,0,0,0,0,106.6504691,0,0,53.30208993,420.5866254,620.3894924,0,0,0,24.65584315,0,0,0,538.1663723,303.5720591,0,0,0,0,0,0,0,158.3680342,0,0,0,0,0,0,0,0,290.7433788,0,0,0,0
0,0,0,0,891.4880427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6294799,0,0,113.5659764,0,0,0,0,0,0,0,0,376.0547267,0,0,0,145.2063333,0,2.136245688,0,0,0,786.9837232,0,156.793352,28.07637189,0,0,0,43.33645024,0,45.50767388,0,8.674001073,0,0,0,0,800.7983368,0,0,0,0,0,0,0,0,324.604022,0,0,0,0,0,0,103.6580393,0,0,0,0,306.2496334,0,9.265899409,0,0,0,0,0,0,0,0,0,26.65351507,0,0,0,0,0,0,0,563.0562037,0,0,0,0,0,0,0,0,0,0,0,5.394881958,0,39.46269445,0,0,0,0,0,0,0,0,889.009243,3268.381329,2775.02427,4942.188273,2928.345817,159.3045649,0,28.53769554,0,0,0,0,370.1767001,242.8373934,82.48484039,847.4023168,0,1403.441731,46.764652,1992.892662,0,208.3168609,89.82509359,28.41180524,514.2427838,0,0,0,0,3.976738511,73.57945738,0,0,0,0,0,548.707556,0,0,0,114.5056803,2181.8884,0,0,4.339520583,0,0,0,26.91977573,0,0,0,0,0,0,0,0,39.87658617,0,0,0,0,527.0878326,0,0,156.345185,0,0,0,0,375.7502894,625.2302393,0,0,0,0,16.8359916,11.36747464,72.19250772,0,0,334.7072374,0,3.566530527,650.1080932,0,0,0,66.24421259,0,0,27.55835765,0,0,0,0,0,0,0,0,0,0,0,1196.308851,69.25794365,0,0,0,0,0,3.569940212,0,0,0,60.65636486,10.25867435,0,0,52.13483367,388.1084222,383.1416587,84.34162573,0,0,626.9309485,0,698.8698369,0,0,0,0,0,264.5145452,318.060914,553.0746289,0,133.2593043,0,0,0,0,0,0,288.1821979,0,0,44.35995288,0,0,0,0,0,0,0,0,0,0,0,0,548.4333299,0,0,46.16647361,0,0,0,0,0,4.321941507,0,55.50457239,0,372.8529493,0,0,0,0,0,442.7001136,0,0,0,452.3611697,0,0,0,0,3683.883787,0,0,0,0,0,471.4042753,1658.240208,182.1540225,0,0,0,0,0,0,0,0,0,334.4021942,0,0,0,0,0,0,0,67.89377883,0,0,233.3797491,0,0,0,0,0,0,0,0,0,0,541.182295,0,0,0,0,0,19.94209593,0,947.9676293,0,0,0,0,27.55835765,0,33.7932802,0,6.895950992,0,0,0,318.7695394,0,66.51171052,0,393.6971126,0,1337.929824,0,0,0,0,0,0,175.3811724,5.289174875,0,123.0858139,0,0,0,0,0,0,0,3717.455532,0,0,0,4.445425995,0,0,0,0,0,0,0,19.39822058,99.50172148,48.55861459,0,0,0,0,0,8.256843476,0,4100.979376,0,305.3958043,0,0,0,0,0,0,0,1114.502381,0,119.7325038,0,0,0,0,0,0,0,0,0,0,0,0,0,34.10299099,501.4695872,0,1299.706747,0,212.740605,0,0,17.42219656,0,0,0,0,0,503.6893187,29.1893939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.0580994,0,0,0,849.0575351,0,1700.445562,0,0,4.756888487,0,0,370.6608717,3.987354471,0,2.398302802,0,36.04150601,336.7173395,0,0,760.6617813,3.190905757,3.978815948,0,0,228.2569491,69.97172009,0,0,0,376.6488433,299.024328,0,0,0,0,0,0,0,84.60016906,0,0,0,0,0,0,0,0,0,0,0,0,0
43.32433755,0,0,0,0,0,0,20.52711881,65.76624309,0,0,0,0,0,0,0,0,0,0,0,0,3.233498987,0,0,0,0,5256.240657,2345.336496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.86980327,919.9778873,0,85.38222937,0,0,0,0,0,0,0,503.9407668,0,1.773502611,603.5727807,0,0,951.4965527,144.8105652,0,0,0,0,0,0,0,247.3663187,0,0,0,0,0,0,0,389.6929128,0,0,0,0,18.66447284,0,176.6000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808958611,0,0,0,0,0,0,0,0,32.12506468,0,67.94320433,1147.757813,2024.385814,2372.373919,368.4074016,633.7885182,0,1.283761984,0,0,0,0,0,73.78482419,0,0,0,2134.51421,0,751.609769,0,9.790689335,0,0,53.05756652,0,0,14.16061164,0,0,0,0,0,0,0,159.8101844,230.2687922,0,0,0,194.5938225,2.08314822,0,0,0,0,31.64845395,0,2075.966084,0,0,0,0,0,0,0,17.7709871,0,94.50365997,0,79.2622067,0,950.6636069,0,0,16.30876268,1740.076283,0,0,0,24.00432352,0.774816677,0,0,0,0,74.75191895,145.883236,201.3489772,0,219.7433214,0,0,2454.725798,663.3615189,0,0,0,0,0,0,0,0,0,0,87.08389785,0,0,0,0,0,0,0,117.3757884,142.7961987,0,0,0,69.99177317,173.0408853,0,0,0,1016.120347,0,147.67495,0,0,0,0,428.2369619,22.03019746,0,0,1314.934635,104.3223387,33.90427177,123.0889927,0,0,296.7172606,0,2.531729549,0,71.55015727,0.573899063,0,70.84881529,0,0,0,0,80.35853994,0,0,0,0,0,182.7207533,0,0,0,0,0,0,0,0,0,0,120.3259754,1.330536678,0,5.664423014,0,0,0,0,0,79.71285277,0,83.2287011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.2000796,0,0,0,0,0,0,4621.560288,0,0,0,0,0,0,0,0,0,254.4974706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0393795,0,0,0,0,0,0,55.78680075,0,45.60549926,0,2751.587936,0,0,32.54980731,6.828465675,0,0,0,48.30103196,0,123.856422,286.4680702,0,0,0,0,0,118.3422544,0,0,0,0,0,0,0,0,0,0,2537.414216,0,0,42.90445174,0,0,0,0,0,0,0,0,392.6811563,20.46200297,0,0,0,564.010794,1.116518814,0,7831.649949,0,1889.165912,0,0,0,0,0,51.19398266,0,0,0,196.4076835,0,747.3269888,0,0,4.045280087,0,0,0,0,0,0,0,0,0,0,0,3.222642793,0,0,0,0,0,0,28.7369022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92799925,0,0,0,114.4205439,0,2.214637516,0,0,1.069937934,0,0,989.1796054,0,0,0,0,61.37851463,14.75003933,0,0,305.8900022,12.20108671,484.856009,0,125.5309678,57.72842587,0,0,0,0,3310.546381,39.37037241,2.881307986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.9974307,0,0,0,2.41350942
0,0,0,0,302.1455691,136.3136017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.3941161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.4409119,0,71.13077024,0,0,0,447.996378,0,0,1175.605974,0,0,261.1142258,48.52118305,0,0,47.59295172,0,0,0,0,92.88301868,2974.559483,634.6581655,0,0,0,0,0,0,0,42.4523572,28.1431573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.20002796,0,0,0,0,0,0,0,327.2875397,0,0,0,0,0,0,0,101.3765465,0,0,0,414.4185207,0,34.57876281,0,0,0,0,0,0,0,0,742.4088259,1420.102057,1276.232346,616.2962206,1437.678812,0,0,0,0,0,0,0,578.4479985,323.8418011,0,4793.788194,0,841.7936791,38.92817357,1150.938042,0,114.4251858,0,0,667.6317019,0,0,0,0,54.01090434,1622.575797,0,0,0,0,36.72491932,763.1475832,0,0,0,106.1001774,56.80745236,14.19187416,0,0,0,0,46.00021694,42.12172285,21.70150365,0,0,0,0,13.44998869,0,252.6920142,0,0,0,0,0,162.6250214,0,17.13787293,1152.551552,5.104548254,0,0,0,638.0381385,516.9120342,0,0,88.49579101,31.09623957,0,0,66.42080623,217.7420341,238.0479922,0,0,418.767973,1142.773967,0,0,0,20.18983683,0,0,3.01846442,0,43.20535674,0,0,0,0,0,0,0,0,0,6.470696304,27.81465977,0,0,0,0,0,0,0,0,0,0,0,0,0,24.74473566,65.58605541,307.3163744,234.8222367,0,318.9700577,0,0,90.05547057,0,0,0,93.69967375,0,0,464.9424056,1024.68247,0,20.30731066,0,0,0,0,0,0,51.35930042,0,30.29643917,451.1688651,10.02455708,2.990873337,0,0,0,0,0,0,0,0,0,0,164.4017029,0,0,40.45287741,0,99.65529231,0,0,0,0,0,96.53367438,0,679.9233271,0,0,0,0,0,0,143.7496319,0,0,415.5561379,0,0,0,0,2103.237647,0,0,0,0,0,814.5229902,33080.67688,166.5500962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72015431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.4953778,0,1052.295656,1.81778635,0,0,0,495.0281648,41.19443888,3.94813325,0,0,0,0,0,365.7740827,0,0,0,418.1489368,0,2606.680757,0,360.650509,0,0,0,0,659.5256152,0,0,58.29871592,0,0,0,0,0,0,0,953.3796002,0,0,0,0,0,0,0,0,0,0,0,152.9773448,112.0979782,0,1027.260659,0,0,0,0,1.808742637,0,1525.78124,0,678.7303726,0,0,0,0,0,0,0,55.37256883,0,118.0286127,0,0,126.0740443,0,0,0,12.07385768,0,2.143475552,0,0,0,0,42.95592144,185.178811,0,2650.025884,11.97443891,0,0,0,6.360838707,0,0,0,0,0,668.9607819,7.307683821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2292468,0,114.8075705,0,0,0,0,0,0,0,96.23575759,84.98742229,0,3.200015091,0,0,0,848.5164894,0,38676.99831,0,0,3.126129393,0,0,316.0095702,0,0,10.8398788,0,33.83676764,227.6376828,0,0,1030.079035,0,0,0,0,34.10269604,157.367388,0,0,0,206.0598104,0,0,0,0,0,0,0,0,61.7749924,0,0,0,0,0,0,0,0,0,0,0,87.13756141,0
